Ligand SMILES,activity_class
COC[C@H]1CSC(N)=N[C@]1(C)c1ccc(F)cc1F,inactive
NC1=N[C@]2(COC[C@H]2CS1)c1ccc(F)cc1F,moderately_active
Cc1cc(on1)[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
Cc1coc(n1)[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
C[C@H]1SC(N)=N[C@]2(CO[C@H](C[C@@H]12)c1cnn(C)c1)c1ccc(F)cc1F,moderately_active
C[C@H]1SC(N)=N[C@]2(CO[C@H](C[C@@H]12)c1cc(C)no1)c1ccc(F)cc1F,moderately_active
C[C@H]1SC(N)=N[C@]2(CO[C@H](C[C@@H]12)c1nc(C)co1)c1ccc(F)cc1F,moderately_active
COC[C@H]1C[C@H]2[C@@H](C)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
COC[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c1cn[nH]c1)c1ccc(F)cc1F,moderately_active
Cn1cc(cn1)[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
Cc1cc(on1)[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
Cc1coc(n1)[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c1ncco1)c1ccc(F)cc1F,moderately_active
NC1=N[C@]2(CO[C@@H](CF)C[C@H]2CS1)c1ccc(F)cc1F,moderately_active
C[C@H]1SC(N)=N[C@]2(CO[C@H](C[C@@H]12)c1nc(C)co1)c1ccc(F)cc1F,very_active
C[C@H]1SC(N)=N[C@]2(CO[C@H](C[C@@H]12)c1cc(C)no1)c1ccc(F)cc1F,very_active
C[C@H]1SC(N)=N[C@]2(CO[C@H](C[C@@H]12)c1cnn(C)c1)c1ccc(F)cc1F,very_active
Cc1coc(n1)[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
Cc1cc(on1)[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
Cn1cc(cn1)[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F,very_active
Cn1cc(cn1)[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1ccc(F)cc1F,very_active
Cc1cc(on1)[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1ccc(F)cc1F,very_active
Cc1coc(n1)[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1ccc(F)cc1F,very_active
NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c1ncco1)c1ccc(F)cc1F,moderately_active
NC1=N[C@]2(CO[C@@H](CF)C[C@H]2CS1)c1ccc(F)cc1F,moderately_active
Cn1cc(cn1)[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1ccc(F)cc1F,moderately_active
Cc1noc(C)c1[C@@H]1C[C@H](N=C(N)S1)c1cccc(c1)-c1cncnc1,moderately_active
Cc1noc(C)c1[C@@H]1C[C@H](N=C(N)S1)c1cc(c(F)cc1F)-c1cncnc1,moderately_active
Cc1noc(C)c1[C@@H]1C[C@H](N=C(N)S1)c1cc(cs1)-c1cccc(c1)C#N,moderately_active
CC#Cc1cncc(c1)-c1csc(c1)[C@@H]1C[C@H](SC(N)=N1)c1c(C)noc1C,moderately_active
Cc1noc(C)c1[C@@H]1C[C@H](N=C(N)S1)c1cc(NC(=O)c2ccc(Br)cn2)ccc1F,moderately_active
Cc1noc(C)c1[C@@H]1C[C@](C)(N=C(N)S1)c1cc(c(F)cc1F)-c1cncnc1,very_active
CC#Cc1cncc(c1)-c1cc(Cl)c(s1)[C@]1(C)C[C@H](SC(N)=N1)c1c(C)noc1C,moderately_active
Cc1noc(CC(C)(C)O)c1[C@@H]1C[C@](C)(N=C(N)S1)c1ccc(F)cc1F,moderately_active
Cc1noc(C)c1[C@@H]1C[C@](C)(N=C(N)S1)c1cc(c(F)cc1F)-c1cccnc1C#N,moderately_active
NC1=NC2CCC(CC2CS1)NC(=O)c1ccccc1,inactive
NC1=NC2CCC(CC2CS1)NC(=O)c1ccc(F)cn1,inactive
NC1=NC2CCCCC2CS1,inactive
NC1=NC2CCC(CC2CS1)OC(=O)c1cccc(Cl)c1,moderately_active
NC1=NC23COCC2(CS1)CC(CC3)NC(=O)c1cccc(Cl)c1,inactive
NC1=N[C@]23CC[C@@H](C[C@@H]2[C@@H](COC3)S1)NC(=O)c1cccc(Cl)c1,moderately_active
NC1=NC2CCC(CC2CS1)NC(=O)c1cccc(Cl)c1,moderately_active
C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](OC(=O)\C=C\c4ccc(O)cc4)[C@]3(C)C(O)=O)[C@H]1CC[C@H]1C(C2)=CC[C@H]2[C@@](C)(CO)[C@H](O)CC[C@]12C,moderately_active
CC1(C)[C@H](O)CC[C@]2(C)[C@H]3CC[C@H]4[C@@](C)(CC[C@H]5C(C)(C)C(=O)CC[C@]45C)CC3=CC(=O)[C@@H]12,moderately_active
COc1ccc(cc1O)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)C[C@]4(O)[C@@H](O)C[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@H]4CC[C@H]23)[C@@]1(C)C(O)=O,moderately_active
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)C[C@@]4(O)CC[C@H]5C(C)(C)[C@H](CC[C@]5(C)[C@H]4CC[C@H]23)OC(C)=O)C1(C)C,inactive
C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](OC(=O)CCc4ccc(O)cc4)[C@]3(C)C(O)=O)[C@H]1CC[C@H]1C(C2)=CC[C@H]2[C@@](C)(CO)[C@H](O)CC[C@]12C,inactive
CC1(C)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)CC3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@H]21,inactive
C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](O)[C@]3(C)C(O)=O)[C@H]1CC[C@H]1C(C2)=CC(=O)[C@H]2[C@@](C)(CO)[C@H](O)CC[C@]12C,inactive
CC1(C)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)CC3=CC[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)[C@H]3CC[C@H]21,inactive
COC(=O)[C@@]1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)CC3=CC(=O)[C@H]4[C@@](C)(CO)[C@H](O)CC[C@]4(C)[C@H]3CC[C@H]21,inactive
C[C@@]12CC[C@@H]3[C@](C)(CC[C@H](OC(=O)c4ccc(O)cc4)[C@]3(C)C(O)=O)[C@H]1CC[C@@H]1[C@@]3(C)CC[C@@H](O)[C@](C)(CO)[C@@H]3C[C@H](O)[C@@]1(O)C2,moderately_active
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C[C@@]3(O)CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@H]21,inactive
CC1(C)[C@H](O)CC[C@]2(C)[C@H]3CC[C@H]4[C@@](C)(CC[C@@H]5[C@]4(C)CC[C@@H](O)[C@]5(C)C(O)=O)CC3=CC(=O)[C@@H]12,inactive
CCCC[C@@H](O)\C=C\C=C\C(O)=O,moderately_active
Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,moderately_active
CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(N)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(N)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(C)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(N)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)[C@@H](O)CC(=O)N[C@@H](CCC(N)=O)C(N)=O,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)[C@@H](O)CC(=O)N[C@@H](C)C(N)=O,inactive
OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)[C@@H](O)CC(=O)NCCCC(N)=O,inactive
OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)[C@@H](O)CC(=O)NC1CCCCC1,inactive
Cl.CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCN)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1,inactive
Cl.CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1,inactive
OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCc1ccccc1)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1,inactive
OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)C(C)C)[C@@H](O)CC(=O)NC1CCCCC1,inactive
OC(=O)C(F)(F)F.CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC1CCCCC1,inactive
OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1,inactive
OC(=O)C(F)(F)F.CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NCc1ccccc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1Cc2ccccc2C1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC(C)c1ccccc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NCCc1ccc(Cl)cc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)N(C)CCc1ccc(Cl)cc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)c1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)COCc1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)c1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1,inactive
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)Cc1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1,inactive
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)Cc1ccccc1)C(C)C)[C@@H](O)CC(=O)NCCc1ccccc1,inactive
C[C@@H](NC(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1)N(C)S(C)(=O)=O)c1ccccc1,moderately_active
CN(Cc1ccccc1)Cc1ccc(\C=C2/Cc3ccc(OCCCCCN4CCC(CC4)=C(c4ccc(F)cc4)c4ccc(F)cc4)cc3C2=O)cc1,moderately_active
CN(Cc1ccccc1)Cc1ccc(\C=C2/Cc3ccc(OCCCCCN4CCN(CC4)C(c4ccc(F)cc4)c4ccc(F)cc4)cc3C2=O)cc1,moderately_active
CN(Cc1ccccc1)Cc1ccc(\C=C2/Cc3ccc(OCCCCCN4CCN(CC4)OC(=O)C(C)(C)C)cc3C2=O)cc1,moderately_active
CCOC(=O)C1(CCN(CCCCCOc2ccc3C\C(=C/c4ccc(CN(C)Cc5ccccc5)cc4)C(=O)c3c2)CC1)c1ccccc1,moderately_active
CN(Cc1ccccc1)Cc1ccc(\C=C2/Cc3ccc(OCCCCCN4CCN(CC4)c4ccccc4)cc3C2=O)cc1,inactive
CN(Cc1ccccc1)Cc1ccc(\C=C2/Cc3ccc(OCCCCCN4CCC(CC4)c4ccccc4)cc3C2=O)cc1,inactive
CCC[C@H](N(C)C[C@@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC[C@@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC[C@@H](O)[C@H](Cc1cccs1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,moderately_active
CCC[C@H](NC(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(=O)[C@@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(=O)[C@@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(=O)[C@@H](O)[C@H](Cc1cccs1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](N(C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(C)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC[C@H](O)[C@H](Cc1cccs1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CCC[C@H](NC(=O)[C@H](O)[C@H](Cc1cccs1)NC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)[C@@H](C)CC)C(O)=O,inactive
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@H]2CCCN2c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)OCc2ccccc2)cc1Cl,
C[C@H](NC(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1)c1ccccc1,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)N[C@H]2CCc3ccccc23)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)N[C@H]2CCCc3ccccc23)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(C)cc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(Cl)cc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(F)cc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(cc2)C(F)(F)F)cc1Cl,
COc1ccc(cc1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
COc1cccc(c1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
CO[C@@H]1C[C@H](N(C1)c1ccccc1)C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)C2CCCCN2c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)C2C3CC3CN2c2ccccc2)cc1Cl,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OCCCCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)c2cccn2-c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)c2ccnn2-c2ccccc2)cc1Cl,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OCCCCCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OCCCCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
COc1ccc(cc1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(=O)CN(C)C)c(Cl)c1,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)c2cccn2-c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)c2ccnn2-c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)C2C3CC3CN2c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)C2CCCCN2c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)C2[C@H]3CC[C@H](C3)N2c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2C[C@H](CN2c2ccccc2)OCc2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2C[C@@H](CN2c2ccccc2)OCc2ccccc2)cc1Cl,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OCCCCCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OCCCCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
COc1ccc(cc1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(=O)CN(C)C)c(Cl)c1,
COc1cccc(c1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
COc1ccc(cc1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(cc2)C(F)(F)F)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(Cl)cc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccccc2)cc1Cl,
N\C1=N/C(=O)[C@@H]2CCCN2c2ccc(OC\C=C\CCCNCC(=O)Nc3c(Cl)cc(CN1)cc3Cl)cc2,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2C[C@@H](CN2c2ccccc2)Oc2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2C[C@@H](CN2c2ccccc2)c2ccccc2)cc1Cl,
CO[C@@H]1C[C@H](N(C1)c1ccccc1)C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2C[C@@H](O)CN2c2ccccc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2C[C@H](O)CN2c2ccccc2)cc1Cl,
COc1cccc(c1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
COc1ccc(cc1)N1CCC[C@H]1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(cc2)C(F)(F)F)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(F)cc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(Cl)cc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)[C@@H]2CCCN2c2ccc(C)cc2)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)N[C@H]2CCCc3ccccc23)cc1Cl,
CC(=O)Nc1c(Cl)cc(CN\C(N)=N\C(=O)N[C@H]2CCc3ccccc23)cc1Cl,
COc1ccc(cc1)C1CCCN1C(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1,
C[C@H](NC(=O)\N=C(/N)NCc1cc(Cl)c(NC(C)=O)c(Cl)c1)c1ccccc1,
